Date_Time,Water_Level
1/21/2020 21:13,0.7
1/22/2020 3:29,
1/22/2020 10:02,
1/22/2020 16:31,
1/22/2020 22:05,
1/23/2020 4:15,
1/23/2020 10:42,
1/23/2020 17:14,1.5
1/23/2020 22:50,0.7
1/24/2020 4:56,1.6
1/24/2020 11:18,0.3
1/24/2020 17:53,
1/24/2020 23:30,
1/25/2020 5:33,
1/25/2020 11:52,
1/25/2020 18:28,
1/26/2020 0:07,0.6
1/26/2020 6:07,
1/26/2020 12:25,
1/26/2020 19:01,1.6
1/27/2020 0:43,0.6
1/27/2020 6:40,
1/27/2020 12:58,0.3
1/27/2020 19:33,
1/28/2020 1:19,
1/28/2020 7:13,
1/28/2020 13:30,
1/28/2020 20:05,
1/29/2020 1:55,0.7
1/29/2020 7:47,
1/29/2020 14:03,
1/29/2020 20:37,
1/30/2020 2:34,0.7
1/30/2020 8:23,
1/30/2020 14:36,
1/30/2020 21:12,1.5
1/31/2020 3:16,
1/31/2020 9:04,
1/31/2020 15:12,
1/31/2020 21:49,
2/1/2020 4:05,0.7
2/1/2020 9:53,1.2
2/1/2020 15:53,
2/1/2020 22:34,
2/2/2020 5:06,0.7
2/2/2020 10:56,
2/2/2020 16:46,
2/2/2020 23:30,
2/3/2020 6:19,0.7
2/3/2020 12:19,1.2
2/3/2020 17:59,
2/4/2020 0:35,
2/4/2020 7:33,0.7
2/4/2020 13:46,1.2
2/4/2020 19:22,
2/5/2020 1:43,
2/5/2020 8:36,0.6
2/5/2020 14:57,
2/5/2020 20:34,
2/6/2020 2:46,
2/6/2020 9:27,
2/6/2020 15:52,1.4
2/6/2020 21:34,
2/7/2020 3:40,
2/7/2020 10:13,
2/7/2020 16:39,
2/7/2020 22:26,
2/8/2020 4:30,
2/8/2020 10:56,0.3
2/8/2020 17:23,
2/8/2020 23:13,
2/9/2020 5:17,
2/9/2020 11:38,0.2
2/9/2020 18:06,
2/9/2020 23:59,
2/10/2020 6:03,1.7
2/10/2020 12:19,0.2
2/10/2020 18:48,
2/11/2020 0:44,
2/11/2020 6:48,
2/11/2020 13:00,
2/11/2020 19:32,
2/12/2020 1:30,0.4
2/12/2020 7:34,
2/12/2020 13:42,
2/12/2020 20:15,
2/13/2020 2:17,
2/13/2020 8:22,1.6
2/13/2020 14:25,
2/13/2020 21:01,
2/14/2020 3:08,
2/14/2020 9:13,
2/14/2020 15:12,
2/14/2020 21:50,1.6
2/15/2020 4:04,
2/15/2020 10:12,
2/15/2020 16:04,0.6
2/15/2020 22:46,
2/16/2020 5:12,0.6
2/16/2020 11:26,
2/16/2020 17:09,0.7
2/16/2020 23:52,1.4
2/17/2020 6:34,
2/17/2020 12:57,
2/17/2020 18:33,
2/18/2020 1:07,
2/18/2020 7:56,
2/18/2020 14:27,
2/18/2020 20:03,
2/19/2020 2:20,
2/19/2020 9:00,
2/19/2020 15:34,1.3
2/19/2020 21:13,0.8
2/20/2020 3:19,1.4
2/20/2020 9:48,0.5
2/20/2020 16:23,1.4
2/20/2020 22:04,0.7
2/21/2020 4:07,1.4
2/21/2020 10:27,
2/21/2020 17:02,
2/21/2020 22:44,
2/22/2020 4:46,
2/22/2020 11:01,
2/22/2020 17:35,
2/22/2020 23:19,
2/23/2020 5:20,1.5
2/23/2020 11:33,
2/23/2020 18:05,1.6
2/23/2020 23:52,0.6
2/24/2020 5:52,
2/24/2020 12:03,
2/24/2020 18:33,
2/25/2020 0:23,0.5
2/25/2020 6:23,1.5
2/25/2020 12:33,0.3
2/25/2020 19:00,
2/26/2020 0:54,0.5
2/26/2020 6:54,
2/26/2020 13:02,
2/26/2020 19:27,
2/27/2020 1:26,
2/27/2020 7:25,1.5
2/27/2020 13:31,0.4
2/27/2020 19:54,
2/28/2020 1:59,
2/28/2020 7:57,
2/28/2020 14:01,
2/28/2020 20:23,
2/29/2020 2:34,
2/29/2020 8:33,
2/29/2020 14:32,
2/29/2020 20:56,
3/1/2020 3:14,
3/1/2020 9:16,1.3
3/1/2020 15:09,0.6
3/1/2020 21:37,
3/2/2020 4:05,
3/2/2020 10:12,
3/2/2020 15:57,0.7
3/2/2020 22:30,1.4
3/3/2020 5:13,
3/3/2020 11:30,
3/3/2020 17:10,
3/3/2020 23:42,1.3
3/4/2020 6:39,0.6
3/4/2020 13:07,
3/4/2020 18:50,
3/5/2020 1:07,
3/5/2020 7:58,0.6
3/5/2020 14:28,
3/5/2020 20:18,
3/6/2020 2:23,1.4
3/6/2020 8:59,0.5
3/6/2020 15:28,
3/6/2020 21:22,
3/7/2020 3:25,
3/7/2020 9:50,
3/7/2020 16:17,
3/7/2020 22:14,
3/8/2020 4:18,1.6
3/8/2020 10:35,0.2
3/8/2020 17:01,
3/8/2020 23:00,
3/9/2020 5:05,
3/9/2020 11:17,
3/9/2020 17:43,1.8
3/9/2020 23:45,0.3
3/10/2020 5:51,
3/10/2020 11:59,
3/10/2020 18:25,1.8
3/11/2020 0:27,
3/11/2020 6:35,
3/11/2020 12:40,
3/11/2020 19:06,
3/12/2020 1:10,
3/12/2020 7:20,
3/12/2020 13:21,0.2
3/12/2020 19:47,1.7
3/13/2020 1:54,
3/13/2020 8:06,
3/13/2020 14:03,0.3
3/13/2020 20:30,
3/14/2020 2:40,
3/14/2020 8:56,1.5
3/14/2020 14:47,0.5
3/14/2020 21:15,
3/15/2020 3:31,
3/15/2020 9:52,
3/15/2020 15:37,
3/15/2020 22:07,1.4
3/16/2020 4:33,0.6
3/16/2020 11:04,
3/16/2020 16:42,
3/16/2020 23:13,
3/17/2020 5:52,0.6
3/17/2020 12:39,
3/17/2020 18:19,
3/18/2020 0:38,
3/18/2020 7:23,
3/18/2020 14:12,
3/18/2020 20:02,0.8
3/19/2020 2:02,1.2
3/19/2020 8:34,
3/19/2020 15:17,1.3
3/19/2020 21:10,
3/20/2020 3:06,
3/20/2020 9:24,
3/20/2020 16:01,
3/20/2020 21:55,0.7
3/21/2020 3:52,1.3
3/21/2020 10:03,0.5
3/21/2020 16:36,
3/21/2020 22:30,
3/22/2020 4:30,
3/22/2020 10:36,
3/22/2020 17:05,
3/22/2020 23:00,0.5
3/23/2020 5:03,1.4
3/23/2020 11:06,0.4
3/23/2020 17:32,
3/23/2020 23:30,0.5
3/24/2020 5:33,
3/24/2020 11:35,
3/24/2020 17:58,
3/24/2020 23:59,0.4
3/25/2020 6:03,1.5
3/25/2020 12:04,0.4
3/25/2020 18:23,1.6
3/26/2020 0:28,
3/26/2020 6:33,
3/26/2020 12:32,0.4
3/26/2020 18:48,1.6
3/27/2020 0:58,
3/27/2020 7:03,1.5
3/27/2020 13:00,
3/27/2020 19:14,
3/28/2020 1:28,0.4
3/28/2020 7:36,
3/28/2020 13:30,
3/28/2020 19:43,1.5
3/29/2020 2:02,
3/29/2020 8:11,
3/29/2020 14:02,
3/29/2020 20:16,1.5
3/30/2020 2:39,
3/30/2020 8:54,
3/30/2020 14:40,
3/30/2020 20:56,
3/31/2020 3:26,
3/31/2020 9:49,1.2
3/31/2020 15:32,0.7
3/31/2020 21:50,1.3
4/1/2020 4:29,
4/1/2020 11:06,1.2
4/1/2020 16:49,
4/1/2020 23:06,
4/2/2020 5:53,0.6
4/2/2020 12:39,
4/2/2020 18:36,
4/3/2020 0:40,1.3
4/3/2020 7:19,
4/3/2020 13:59,
4/3/2020 20:04,
4/4/2020 2:03,
4/4/2020 8:27,
4/4/2020 15:00,
4/4/2020 21:07,
4/5/2020 3:07,
4/5/2020 9:22,0.3
4/5/2020 15:49,1.6
4/5/2020 21:58,
4/6/2020 4:01,
4/6/2020 10:09,
4/6/2020 16:34,1.7
4/6/2020 22:43,0.3
4/7/2020 4:50,
4/7/2020 10:53,
4/7/2020 17:16,1.8
4/7/2020 23:25,0.2
4/8/2020 5:35,
4/8/2020 11:35,
4/8/2020 17:57,
4/9/2020 0:07,0.2
4/9/2020 6:20,
4/9/2020 12:16,0.2
4/9/2020 18:37,1.8
4/10/2020 0:49,
4/10/2020 7:05,1.6
4/10/2020 12:58,0.3
4/10/2020 19:18,1.7
4/11/2020 1:31,
4/11/2020 7:51,
4/11/2020 13:40,
4/11/2020 19:59,1.6
4/12/2020 2:15,
4/12/2020 8:40,
4/12/2020 14:25,
4/12/2020 20:42,
4/13/2020 3:02,0.4
4/13/2020 9:37,
4/13/2020 15:16,
4/13/2020 21:31,
4/14/2020 3:57,
4/14/2020 10:46,
4/14/2020 16:24,0.8
4/14/2020 22:34,1.2
4/15/2020 5:09,
4/15/2020 12:14,
4/15/2020 18:06,
4/16/2020 0:01,
4/16/2020 6:36,0.6
4/16/2020 13:39,
4/16/2020 19:48,
4/17/2020 1:31,1.1
4/17/2020 7:51,0.6
4/17/2020 14:41,
4/17/2020 20:50,0.7
4/18/2020 2:38,
4/18/2020 8:44,
4/18/2020 15:24,1.4
4/18/2020 21:31,0.6
4/19/2020 3:27,
4/19/2020 9:25,0.5
4/19/2020 15:58,
4/19/2020 22:04,
4/20/2020 4:05,1.3
4/20/2020 10:01,
4/20/2020 16:26,
4/20/2020 22:34,
4/21/2020 4:39,
4/21/2020 10:32,
4/21/2020 16:53,
4/21/2020 23:03,
4/22/2020 5:11,
4/22/2020 11:03,0.4
4/22/2020 17:19,
4/22/2020 23:32,
4/23/2020 5:41,1.4
4/23/2020 11:33,0.4
4/23/2020 17:45,
4/24/2020 0:01,
4/24/2020 6:13,1.4
4/24/2020 12:02,
4/24/2020 18:12,
4/25/2020 0:32,0.3
4/25/2020 6:45,
4/25/2020 12:33,0.5
4/25/2020 18:41,
4/26/2020 1:03,
4/26/2020 7:19,1.4
4/26/2020 13:05,
4/26/2020 19:12,1.5
4/27/2020 1:37,
4/27/2020 7:58,1.4
4/27/2020 13:42,0.6
4/27/2020 19:48,1.4
4/28/2020 2:16,
4/28/2020 8:44,1.3
4/28/2020 14:26,0.6
4/28/2020 20:32,
4/29/2020 3:04,
4/29/2020 9:42,
4/29/2020 15:25,
4/29/2020 21:29,1.3
4/30/2020 4:04,
4/30/2020 10:55,
4/30/2020 16:47,0.7
4/30/2020 22:47,
5/1/2020 5:20,
5/1/2020 12:15,
5/1/2020 18:25,0.7
5/2/2020 0:18,
5/2/2020 6:42,
5/2/2020 13:28,
5/2/2020 19:46,0.6
5/3/2020 1:40,1.3
5/3/2020 7:52,0.4
5/3/2020 14:28,
5/3/2020 20:47,0.5
5/4/2020 2:46,1.3
5/4/2020 8:50,
5/4/2020 15:18,
5/4/2020 21:37,0.3
5/5/2020 3:43,
5/5/2020 9:40,
5/5/2020 16:04,
5/5/2020 22:22,0.2
5/6/2020 4:33,
5/6/2020 10:27,
5/6/2020 16:48,
5/6/2020 23:05,
5/7/2020 5:20,
5/7/2020 11:11,
5/7/2020 17:29,
5/7/2020 23:47,
5/8/2020 6:06,
5/8/2020 11:54,0.3
5/8/2020 18:10,
5/9/2020 0:28,0.1
5/9/2020 6:52,
5/9/2020 12:37,
5/9/2020 18:50,
5/10/2020 1:09,
5/10/2020 7:38,
5/10/2020 13:20,
5/10/2020 19:31,
5/11/2020 1:51,0.2
5/11/2020 8:28,
5/11/2020 14:07,
5/11/2020 20:13,
5/12/2020 2:36,0.3
5/12/2020 9:22,
5/12/2020 15:00,0.7
5/12/2020 21:00,
5/13/2020 3:27,0.4
5/13/2020 10:25,1.3
5/13/2020 16:06,0.8
5/13/2020 21:58,
5/14/2020 4:26,
5/14/2020 11:36,1.2
5/14/2020 17:35,
5/14/2020 23:14,
5/15/2020 5:37,
5/15/2020 12:48,
5/15/2020 19:05,
5/16/2020 0:39,
5/16/2020 6:49,
5/16/2020 13:46,
5/16/2020 20:08,
5/17/2020 1:52,1.1
5/17/2020 7:49,
5/17/2020 14:32,
5/17/2020 20:53,
5/18/2020 2:47,
5/18/2020 8:37,0.5
5/18/2020 15:09,
5/18/2020 21:29,
5/19/2020 3:32,
5/19/2020 9:17,0.5
5/19/2020 15:41,1.4
5/19/2020 22:02,
5/20/2020 4:10,
5/20/2020 9:54,
5/20/2020 16:11,
5/20/2020 22:34,
5/21/2020 4:45,1.3
5/21/2020 10:29,
5/21/2020 16:40,
5/21/2020 23:05,
5/22/2020 5:20,1.3
5/22/2020 11:02,
5/22/2020 17:11,
5/22/2020 23:37,0.2
5/23/2020 5:54,1.4
5/23/2020 11:36,
5/23/2020 17:42,
5/24/2020 0:10,
5/24/2020 6:30,
5/24/2020 12:12,0.5
5/24/2020 18:16,1.5
5/25/2020 0:44,
5/25/2020 7:09,
5/25/2020 12:50,
5/25/2020 18:52,
5/26/2020 1:21,0.2
5/26/2020 7:52,1.4
5/26/2020 13:33,
5/26/2020 19:34,1.4
5/27/2020 2:03,0.3
5/27/2020 8:40,
5/27/2020 14:23,0.6
5/27/2020 20:22,
5/28/2020 2:50,0.3
5/28/2020 9:37,
5/28/2020 15:25,
5/28/2020 21:21,1.3
5/29/2020 3:47,
5/29/2020 10:41,1.3
5/29/2020 16:42,
5/29/2020 22:34,1.2
5/30/2020 4:54,0.4
5/30/2020 11:50,
5/30/2020 18:07,0.6
5/30/2020 23:56,
5/31/2020 6:06,
5/31/2020 12:55,
5/31/2020 19:22,
6/1/2020 1:15,
6/1/2020 7:16,0.4
6/1/2020 13:55,
6/1/2020 20:24,
6/2/2020 2:25,
6/2/2020 8:18,0.4
6/2/2020 14:48,
6/2/2020 21:16,
6/3/2020 3:24,
6/3/2020 9:13,0.4
6/3/2020 15:36,1.6
6/3/2020 22:03,0.2
6/4/2020 4:18,1.4
6/4/2020 10:03,
6/4/2020 16:22,
6/4/2020 22:47,
6/5/2020 5:07,1.4
6/5/2020 10:50,
6/5/2020 17:05,1.6
6/5/2020 23:29,
6/6/2020 5:54,
6/6/2020 11:35,
6/6/2020 17:47,1.6
6/7/2020 0:10,0.1
6/7/2020 6:41,
6/7/2020 12:19,0.5
6/7/2020 18:28,
6/8/2020 0:50,
6/8/2020 7:26,
6/8/2020 13:04,
6/8/2020 19:08,1.4
6/9/2020 1:31,
6/9/2020 8:13,
6/9/2020 13:50,
6/9/2020 19:49,1.3
6/10/2020 2:12,0.3
6/10/2020 9:02,1.4
6/10/2020 14:41,
6/10/2020 20:33,
6/11/2020 2:57,
6/11/2020 9:53,
6/11/2020 15:38,
6/11/2020 21:23,
6/12/2020 3:45,0.4
6/12/2020 10:48,
6/12/2020 16:46,
6/12/2020 22:22,
6/13/2020 4:40,
6/13/2020 11:45,1.3
6/13/2020 18:01,
6/13/2020 23:34,
6/14/2020 5:41,0.5
6/14/2020 12:39,1.3
6/14/2020 19:08,
6/15/2020 0:49,
6/15/2020 6:43,
6/15/2020 13:29,
6/15/2020 20:03,0.6
6/16/2020 1:56,
6/16/2020 7:40,
6/16/2020 14:12,
6/16/2020 20:48,0.5
6/17/2020 2:52,
6/17/2020 8:30,
6/17/2020 14:52,
6/17/2020 21:28,
6/18/2020 3:39,
6/18/2020 9:15,
6/18/2020 15:29,
6/18/2020 22:04,
6/19/2020 4:20,1.2
6/19/2020 9:56,
6/19/2020 16:06,1.5
6/19/2020 22:40,0.3
6/20/2020 5:00,
6/20/2020 10:37,
6/20/2020 16:43,
6/20/2020 23:16,0.2
6/21/2020 5:39,
6/21/2020 11:17,
6/21/2020 17:21,
6/21/2020 23:52,
6/22/2020 6:18,
6/22/2020 11:58,
6/22/2020 18:00,1.5
6/23/2020 0:30,0.2
6/23/2020 7:00,
6/23/2020 12:42,0.5
6/23/2020 18:42,
6/24/2020 1:09,
6/24/2020 7:44,
6/24/2020 13:29,
6/24/2020 19:27,1.4
6/25/2020 1:52,
6/25/2020 8:32,
6/25/2020 14:20,
6/25/2020 20:17,
6/26/2020 2:38,
6/26/2020 9:23,
6/26/2020 15:19,0.6
6/26/2020 21:14,
6/27/2020 3:29,
6/27/2020 10:20,1.4
6/27/2020 16:26,
6/27/2020 22:19,
6/28/2020 4:28,0.4
6/28/2020 11:20,1.4
6/28/2020 17:40,
6/28/2020 23:33,
6/29/2020 5:33,
6/29/2020 12:22,1.5
6/29/2020 18:54,
6/30/2020 0:51,1.2
6/30/2020 6:43,0.5
6/30/2020 13:23,
6/30/2020 20:00,0.4
7/1/2020 2:05,
7/1/2020 7:50,
7/1/2020 14:21,
7/1/2020 20:56,
7/2/2020 3:11,
7/2/2020 8:51,
7/2/2020 15:14,
7/2/2020 21:47,
7/3/2020 4:08,
7/3/2020 9:46,0.5
7/3/2020 16:03,
7/3/2020 22:32,0.2
7/4/2020 4:59,
7/4/2020 10:36,
7/4/2020 16:48,
7/4/2020 23:14,
7/5/2020 5:45,1.4
7/5/2020 11:23,
7/5/2020 17:30,
7/5/2020 23:53,
7/6/2020 6:29,
7/6/2020 12:06,
7/6/2020 18:10,
7/7/2020 0:32,
7/7/2020 7:11,
7/7/2020 12:49,0.5
7/7/2020 18:49,1.4
7/8/2020 1:09,0.2
7/8/2020 7:51,
7/8/2020 13:31,
7/8/2020 19:27,
7/9/2020 1:47,0.2
7/9/2020 8:31,
7/9/2020 14:15,
7/9/2020 20:06,
7/10/2020 2:25,0.3
7/10/2020 9:12,1.4
7/10/2020 15:01,0.6
7/10/2020 20:48,
7/11/2020 3:05,
7/11/2020 9:54,1.3
7/11/2020 15:52,
7/11/2020 21:35,
7/12/2020 3:48,
7/12/2020 10:38,
7/12/2020 16:51,
7/12/2020 22:32,
7/13/2020 4:36,
7/13/2020 11:27,1.3
7/13/2020 17:57,0.6
7/13/2020 23:40,
7/14/2020 5:34,
7/14/2020 12:18,
7/14/2020 19:03,
7/15/2020 0:56,
7/15/2020 6:38,
7/15/2020 13:12,
7/15/2020 20:02,
7/16/2020 2:08,
7/16/2020 7:42,
7/16/2020 14:03,
7/16/2020 20:51,0.4
7/17/2020 3:07,
7/17/2020 8:40,
7/17/2020 14:53,
7/17/2020 21:36,
7/18/2020 3:56,
7/18/2020 9:31,
7/18/2020 15:39,
7/18/2020 22:16,0.3
7/19/2020 4:41,
7/19/2020 10:19,0.5
7/19/2020 16:23,1.5
7/19/2020 22:56,
7/20/2020 5:22,
7/20/2020 11:04,
7/20/2020 17:07,1.5
7/20/2020 23:35,0.1
7/21/2020 6:03,
7/21/2020 11:48,
7/21/2020 17:50,
7/22/2020 0:14,
7/22/2020 6:45,1.5
7/22/2020 12:33,0.4
7/22/2020 18:34,
7/23/2020 0:54,
7/23/2020 7:28,
7/23/2020 13:20,
7/23/2020 19:20,
7/24/2020 1:36,
7/24/2020 8:13,
7/24/2020 14:08,0.4
7/24/2020 20:09,
7/25/2020 2:20,0.2
7/25/2020 9:00,
7/25/2020 15:02,
7/25/2020 21:01,1.3
7/26/2020 3:08,
7/26/2020 9:51,1.5
7/26/2020 16:01,
7/26/2020 22:01,
7/27/2020 4:01,0.4
7/27/2020 10:48,
7/27/2020 17:08,0.5
7/27/2020 23:11,
7/28/2020 5:03,
7/28/2020 11:49,1.4
7/28/2020 18:23,0.5
7/29/2020 0:31,
7/29/2020 6:15,0.6
7/29/2020 12:55,
7/29/2020 19:37,
7/30/2020 1:53,
7/30/2020 7:32,
7/30/2020 14:00,
7/30/2020 20:41,
7/31/2020 3:05,
7/31/2020 8:42,
7/31/2020 15:00,
7/31/2020 21:35,
8/1/2020 4:03,
8/1/2020 9:41,0.6
8/1/2020 15:52,
8/1/2020 22:20,0.3
8/2/2020 4:52,1.4
8/2/2020 10:31,
8/2/2020 16:37,
8/2/2020 23:00,
8/3/2020 5:34,
8/3/2020 11:14,
8/3/2020 17:18,
8/3/2020 23:36,0.2
8/4/2020 6:12,
8/4/2020 11:53,
8/4/2020 17:55,
8/5/2020 0:11,0.2
8/5/2020 6:47,
8/5/2020 12:31,
8/5/2020 18:30,
8/6/2020 0:45,
8/6/2020 7:20,1.5
8/6/2020 13:07,
8/6/2020 19:04,
8/7/2020 1:18,
8/7/2020 7:53,
8/7/2020 13:43,0.5
8/7/2020 19:39,
8/8/2020 1:51,
8/8/2020 8:25,
8/8/2020 14:21,
8/8/2020 20:14,
8/9/2020 2:24,0.4
8/9/2020 8:58,1.4
8/9/2020 15:02,
8/9/2020 20:54,
8/10/2020 3:00,0.5
8/10/2020 9:35,
8/10/2020 15:49,
8/10/2020 21:41,1.2
8/11/2020 3:40,
8/11/2020 10:16,
8/11/2020 16:45,0.6
8/11/2020 22:40,
8/12/2020 4:29,
8/12/2020 11:08,
8/12/2020 17:54,0.6
8/12/2020 23:57,1.1
8/13/2020 5:37,
8/13/2020 12:11,1.3
8/13/2020 19:09,
8/14/2020 1:23,
8/14/2020 6:59,
8/14/2020 13:19,
8/14/2020 20:14,
8/15/2020 2:37,
8/15/2020 8:14,0.7
8/15/2020 14:23,1.3
8/15/2020 21:07,0.4
8/16/2020 3:32,
8/16/2020 9:14,
8/16/2020 15:19,1.4
8/16/2020 21:53,
8/17/2020 4:19,
8/17/2020 10:05,
8/17/2020 16:08,1.5
8/17/2020 22:35,0.2
8/18/2020 5:01,
8/18/2020 10:52,
8/18/2020 16:54,
8/18/2020 23:15,
8/19/2020 5:42,
8/19/2020 11:36,0.4
8/19/2020 17:39,1.6
8/19/2020 23:55,
8/20/2020 6:23,
8/20/2020 12:19,
8/20/2020 18:24,
8/21/2020 0:35,
8/21/2020 7:04,1.7
8/21/2020 13:04,
8/21/2020 19:09,
8/22/2020 1:17,
8/22/2020 7:47,
8/22/2020 13:49,
8/22/2020 19:55,
8/23/2020 1:59,
8/23/2020 8:32,
8/23/2020 14:38,0.4
8/23/2020 20:46,
8/24/2020 2:44,
8/24/2020 9:19,
8/24/2020 15:32,0.4
8/24/2020 21:43,1.3
8/25/2020 3:35,
8/25/2020 10:13,
8/25/2020 16:35,
8/25/2020 22:52,1.2
8/26/2020 4:37,0.6
8/26/2020 11:17,
8/26/2020 17:52,
8/27/2020 0:17,
8/27/2020 5:58,
8/27/2020 12:31,
8/27/2020 19:16,
8/28/2020 1:48,
8/28/2020 7:30,
8/28/2020 13:48,
8/28/2020 20:27,
8/29/2020 3:02,1.3
8/29/2020 8:46,
8/29/2020 14:53,1.3
8/29/2020 21:22,
8/30/2020 3:56,
8/30/2020 9:42,0.6
8/30/2020 15:45,
8/30/2020 22:05,
8/31/2020 4:39,1.4
8/31/2020 10:26,
8/31/2020 16:28,
8/31/2020 22:42,0.3
9/1/2020 5:14,1.5
9/1/2020 11:03,
9/1/2020 17:05,
9/1/2020 23:15,
9/2/2020 5:46,1.5
9/2/2020 11:36,0.5
9/2/2020 17:38,1.5
9/2/2020 23:46,
9/3/2020 6:15,
9/3/2020 12:07,
9/3/2020 18:10,
9/4/2020 0:16,
9/4/2020 6:43,
9/4/2020 12:39,
9/4/2020 18:41,
9/5/2020 0:46,0.3
9/5/2020 7:10,
9/5/2020 13:11,0.4
9/5/2020 19:12,1.4
9/6/2020 1:16,0.4
9/6/2020 7:38,1.5
9/6/2020 13:43,
9/6/2020 19:45,
9/7/2020 1:46,
9/7/2020 8:07,
9/7/2020 14:18,
9/7/2020 20:20,
9/8/2020 2:18,
9/8/2020 8:38,1.4
9/8/2020 14:58,
9/8/2020 21:02,
9/9/2020 2:53,
9/9/2020 9:17,1.3
9/9/2020 15:45,
9/9/2020 21:55,1.2
9/10/2020 3:39,
9/10/2020 10:06,
9/10/2020 16:49,
9/10/2020 23:11,1.1
9/11/2020 4:49,0.8
9/11/2020 11:16,
9/11/2020 18:13,0.6
9/12/2020 0:45,1.1
9/12/2020 6:29,0.8
9/12/2020 12:41,1.3
9/12/2020 19:34,
9/13/2020 2:06,1.2
9/13/2020 7:57,
9/13/2020 13:59,
9/13/2020 20:35,0.5
9/14/2020 3:05,1.3
9/14/2020 9:01,0.6
9/14/2020 15:01,
9/14/2020 21:25,
9/15/2020 3:52,
9/15/2020 9:51,
9/15/2020 15:53,1.5
9/15/2020 22:09,
9/16/2020 4:34,
9/16/2020 10:36,
9/16/2020 16:40,
9/16/2020 22:51,
9/17/2020 5:15,
9/17/2020 11:19,
9/17/2020 17:25,
9/17/2020 23:32,
9/18/2020 5:56,
9/18/2020 12:01,0.2
9/18/2020 18:09,1.7
9/19/2020 0:13,0.1
9/19/2020 6:36,1.8
9/19/2020 12:43,
9/19/2020 18:54,
9/20/2020 0:54,
9/20/2020 7:18,
9/20/2020 13:27,0.2
9/20/2020 19:40,1.6
9/21/2020 1:36,
9/21/2020 8:01,1.7
9/21/2020 14:13,
9/21/2020 20:30,1.5
9/22/2020 2:21,
9/22/2020 8:47,
9/22/2020 15:03,
9/22/2020 21:27,
9/23/2020 3:12,
9/23/2020 9:39,
9/23/2020 16:03,
9/23/2020 22:37,
9/24/2020 4:17,
9/24/2020 10:44,1.3
9/24/2020 17:19,
9/25/2020 0:07,
9/25/2020 5:52,
9/25/2020 12:09,
9/25/2020 18:50,
9/26/2020 1:39,
9/26/2020 7:37,0.8
9/26/2020 13:35,
9/26/2020 20:06,
9/27/2020 2:48,1.3
9/27/2020 8:49,0.7
9/27/2020 14:43,1.3
9/27/2020 21:01,
9/28/2020 3:37,1.4
9/28/2020 9:37,
9/28/2020 15:33,
9/28/2020 21:42,
9/29/2020 4:14,1.5
9/29/2020 10:13,
9/29/2020 16:13,1.4
9/29/2020 22:16,0.4
9/30/2020 4:45,
9/30/2020 10:44,
9/30/2020 16:47,
9/30/2020 22:47,
10/1/2020 5:13,
10/1/2020 11:13,0.5
10/1/2020 17:18,
10/1/2020 23:16,0.4
10/2/2020 5:39,
10/2/2020 11:42,0.4
10/2/2020 17:48,
10/2/2020 23:45,
10/3/2020 6:04,
10/3/2020 12:11,
10/3/2020 18:18,
10/4/2020 0:14,0.4
10/4/2020 6:29,
10/4/2020 12:41,
10/4/2020 18:48,
10/5/2020 0:43,
10/5/2020 6:55,
10/5/2020 13:11,
10/5/2020 19:20,1.4
